"","local_health_unit","operation_name","city","state","zip","municipality","county","vendor_type","creation_date","address","lat","lon"
"1","NYC","2918 GAS CORP","BRONX","NY",10469,"BRONX","NEW YORK CITY","OTHER","11/10/2020","2918 BOSTON ROAD
BRONX, NY 10469
","40.86804999100008"," -73.85877497199994"
"2","NYC","93 DELI INC.","BRONX","NY",10452,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","93 FEATHERBED LANE
BRONX, NY 10452
","40.84639999600006"," -73.91792002799997"
"3","NYC","BORHAN FOOD MART CORP","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1559 BROADWAY
BROOKLYN, NY 11207
","40.68609999500006"," -73.91583796299994"
"4","NYC","CHALOUH MIDDLE EAST GROCERIES INC","BROOKLYN","NY",11223,"BROOKLYN","NEW YORK CITY","BAR/LOUNGE","11/10/2020","349 AVENUE X
BROOKLYN, NY 11223
","40.590690007000035"," -73.96996301299998"
"5","NYC","DALAL DELI INC","BROOKLYN","NY",11236,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","9801 AVENUE L
BROOKLYN, NY 11236
","40.63948999200005"," -73.89427300299997"
"6","NYC","MARIEN GROCERY CORP","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","99 JAMAICA AVENUE
BROOKLYN, NY 11207
","40.67881000300008"," -73.89633796799995"
"7","NYC","PATEL, ALKA","NEW YORK","NY",10018,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","500 7TH AVENUE
NEW YORK, NY 10018
","40.75296672600007"," -73.98921358099994"
"8","NYC","RIDGE ORGANIC INC","BROOKLYN","NY",11209,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","8204 3RD AVENUE
BROOKLYN, NY 11209
","40.62627998700003"," -74.03008003399998"
"9","NYC","RIVERDALE DELI & GROCERY INC.","BRONX","NY",10471,"BRONX","NEW YORK CITY","DELICATESSEN","11/10/2020","5991 BROADWAY
BRONX, NY 10471
","40.890209983000034"," -73.89829799199998"
"10","NYC","SHIVU INC","CORONA","NY",11368,"QUEENS","NEW YORK CITY","BAR/LOUNGE","11/10/2020","4015 104TH STREET
CORONA, NY 11368
","40.74928001500007"," -73.86125299799994"
"11","NYC","HOLLIS ISLAND CORP","JAMAICA","NY",11412,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","203-33 HOLLIS AVENUE
JAMAICA, NY 11412
","40.70674298500006"," -73.75428044499995"
"12","NYC","RALPH & ANGELO FOOD STORES INC","STATEN ISLAND","NY",10314,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","884 MANOR ROAD
STATEN ISLAND, NY 10314
","40.605030018000036"," -74.12108696699994"
"13","NYC","136 DELI & GRILL INC.","SPRINGFIELD BLVD","NY",11413,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","13533 SPRINGFIELD BOULEVARD
SPRINGFIELD BLVD, NY 11413
","40.67790999600004"," -73.75451298099995"
"14","NYC","3N CONVENIENCE INC","BRONX","NY",10469,"BRONX","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","950 ALLERTON AVENUE
BRONX, NY 10469
","40.86517001100003"," -73.85894202299994"
"15","NYC","CONVENIENCE MANAGEMENT SERVICES INC.","BRONX","NY",10451,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","99 EAST 149TH STREET
BRONX, NY 10451
","40.81958000100008"," -73.92985501999993"
"16","NYC","2463 E TREMONT DELI CORP","BRONX","NY",10461,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2463 EAST TREMONT AVENUE
BRONX, NY 10461
","40.84285998300004"," -73.85121298699994"
"17","NYC","MONTERIA FOOD CORP.","BRONX","NY",10452,"BRONX","NEW YORK CITY","RESTAURANT/ATUPA","11/10/2020","7 EAST 172ND STREET
BRONX, NY 10452
","40.842190017000064"," -73.91560100699996"
"18","NYC","TONY'S GOURMET DELI CORP.","STATEN ISLAND","NY",10303,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2236 FOREST AVENUE
STATEN ISLAND, NY 10303
","40.62630999400005"," -74.16413399099997"
"19","NYC","FORDHAM CONVENIENCE & GROCERY MART INC","BRONX","NY",10468,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","38 WEST FORDHAM ROAD
BRONX, NY 10468
","40.86254999500005"," -73.90290602799996"
"20","NYC","HEGEMAN DELI INC","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","538 HEGEMAN AVENUE
BROOKLYN, NY 11207
","40.659759990000055"," -73.89174099699994"
"21","NYC","157 MATANZA DELI GROCERY INC.","BRONX","NY",10452,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","157 WEST 169TH STREET
BRONX, NY 10452
","40.84022999300004"," -73.92574998299995"
"22","NYC","180 MARKETPLACE INC","NEW YORK","NY",10036,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","180 RIVERSIDE BOULEVARD
NEW YORK, NY 10036
","40.778469993000044"," -73.98828702699996"
"23","NYC","270 MARKET  INC","NEW YORK","NY",10036,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","270 WEST 47TH  STREET
NEW YORK, NY 10036
","40.760230008000065"," -73.98732696399998"
"24","NYC","MTR GROCERY CORP.","BRONX","NY",10458,"BRONX","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","760 EAST 187TH STREET
BRONX, NY 10458
","40.853600536000044"," -73.88283138999998"
"25","NYC","CITY GOURMET & GROCERY CORP","NEW YORK","NY",10018,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","535 9TH AVENUE
NEW YORK, NY 10018
","40.75701999000006"," -73.99387096699996"
"26","NYC","MUNCHIEZ FOOD CORP","BROOKLYN","NY",11212,"BROOKLYN","NEW YORK CITY","BAR/LOUNGE","11/10/2020","967 LENOX ROAD ROAD
BROOKLYN, NY 11212
","40.656329990000074"," -73.92341604199999"
"27","NYC","KINGS PLAZA MALL NEWS INC","BROOKLYN","NY",11234,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","5100 KINGS PLZ
BROOKLYN, NY 11234
","40.60992999500007"," -73.92194702899997"
"28","NYC","777 GOURMET DELI CORP.","BRONX","NY",10461,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2708 EAST TREMONT AVENUE
BRONX, NY 10461
","40.84242001700005"," -73.84555101099994"
"29","NYC","RIO GROCERY CORP.","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1709 CHURCH AVENUE
BROOKLYN, NY 11226
","40.64933998500004"," -73.96364004099996"
"30","NYC","HONISH DELI GROCERY INC","JAMAICA","NY",11432,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","182-46 HILLSIDE AVENUE
JAMAICA, NY 11432
","40.71365998600004"," -73.77894396599999"
"31","NYC","JR 2121 DELI GROCERY CORP","BRONX","NY",10457,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2121 BELMONT AVENUE
BRONX, NY 10457
","40.849350007000055"," -73.88944502599998"
"32","NYC","LONE STAR NEWS INC","NEW YORK","NY",10028,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","501 EAST 86TH  STREET
NEW YORK, NY 10028
","40.775950016000024"," -73.94677296899994"
"33","NYC","CONVENIENCE AND CANDY CORP.","NEW YORK","NY",10031,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3350 BROADWAY
NEW YORK, NY 10031
","40.820389986000066"," -73.95453603699997"
"34","NYC","JOHN BAGEL & GROCERY INC.","STATEN ISLAND","NY",10305,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1174 HYLAN BOULEVARD
STATEN ISLAND, NY 10305
","40.59834000200004"," -74.08193601999994"
"35","NYC","EL TROPICAL DELI GROCERY CORP","BRONX","NY",10461,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3100  EAST TREMONT AVENUE
BRONX, NY 10461
","40.83858999000006"," -73.83585499299994"
"36","NYC","152 V M GROCERY CORP","BRONX","NY",10452,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","152 EAST 171ST STREET
BRONX, NY 10452
","40.840129997000076"," -73.91421899799997"
"37","NYC","SOSO DELIGHT FOOD & GROCERY CORP","NEW YORK","NY",10014,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","448 HUDSON STREET
NEW YORK, NY 10014
","40.73113998400004"," -74.00652998799995"
"38","NYC","PICARIELLO, LEONARD","NEW YORK","NY",10038,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","N/E/C FULTON ST & GOLD STREET
NEW YORK, NY 10038
","40.70910002100004"," -74.00549993599998"
"39","NYC","BAY STREET BAZAAR INC","STATEN ISLAND","NY",10304,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","543 BAY STREET
STATEN ISLAND, NY 10304
","40.62862000500007"," -74.07635098999998"
"40","NYC","1663 PARK AVE MINI MARKET CORP","NEW YORK","NY",10035,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1663 PARK  AVENUE
NEW YORK, NY 10035
","40.800049999000066"," -73.94238596499997"
"41","NYC","LA FAMILIA DELI MARKET CORP.","BRONX","NY",10456,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","281 EAST 170TH  STREET
BRONX, NY 10456
","40.83788000100003"," -73.91102498999999"
"42","NYC","CROWN STAR DELI INC.","BROOKLYN","NY",11213,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","240 UTICA AVENUE
BROOKLYN, NY 11213
","40.670349980000026"," -73.93111498699994"
"43","NYC","POLANCO, PORFIRIO","JAMAICA","NY",11436,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","147-02 FOCH  BOULEVARD
JAMAICA, NY 11436
","40.68009000300003"," -73.79350098499998"
"44","NYC","128 P & L DELI GROCERY CORP","NEW YORK","NY",10032,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","128  AUDUBON  AVENUE
NEW YORK, NY 10032
","40.84272998000006"," -73.93690998399995"
"45","NYC","AHMED, MOSTAQUE","NEW YORK","NY",10075,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","S/W/C 2ND AVE & E 80TH STREET
NEW YORK, NY 10075
","40.77402004100003"," -73.95454995099993"
"46","NYC","GANSEVOORT MARKET COFFEE SHOP INC","NEW YORK","NY",10014,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","44 LITTLE WEST 12TH STREET
NEW YORK, NY 10014
","40.740259998000056"," -74.00826504199995"
"47","NYC","ONE STOP TO SHOP GOURMET & DELI CORP","BROOKLYN","NY",11216,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1339 FULTON STREET
BROOKLYN, NY 11216
","40.68041999900004"," -73.94787896099996"
"48","NYC","AKSHAR 18 INC","BROOKLYN","NY",11218,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","3917 18TH AVENUE
BROOKLYN, NY 11218
","40.63257001800008"," -73.97291696299999"
"49","NYC","LUCKY 7 SMOKE SHOP & DELI II, INC.","BROOKLYN","NY",11229,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","2713  U AVENUE
BROOKLYN, NY 11229
","40.60029001000004"," -73.94428396299998"
"50","NYC","2 & 1 CONVENIENCE STORE INC.","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","925 LIVONIA AVENUE
BROOKLYN, NY 11207
","40.66653998600003"," -73.88277303099994"
"51","NYC","BM SERVICE STATION INC.","BRONX","NY",10453,"BRONX","NEW YORK CITY","OTHER","11/10/2020","2173 GRAND CONCOURSE
BRONX, NY 10453
","40.855299985000045"," -73.90170096099996"
"52","NYC","901 GOURMET DELI CORP.","BRONX","NY",10459,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","901 SOUTHERN BOULEVARD
BRONX, NY 10459
","40.81964999000007"," -73.89302300899999"
"53","NYC","544 FOOD MARKET CORP","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","544 THROOP AVENUE
BROOKLYN, NY 11221
","40.684769997000046"," -73.94143595999998"
"54","NYC","CHOITHRAMS INC.","NEW YORK","NY",10038,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","111A NASSAU STREET
NEW YORK, NY 10038
","40.710833079000054"," -74.00715197099998"
"55","NYC","GUADALUPANA DELI GROCERY STORE","WOODHAVEN","NY",11421,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","84-25 JAMAICA AVENUE
WOODHAVEN, NY 11421
","40.69253000500004"," -73.86006603699997"
"56","NYC","VIJESH, PATEL NEWSSTAND","NEW YORK","NY",10018,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","SOUTHWEST 6TH AVE & W 36TH ST
NEW YORK, NY 10018
","40.75107005500007"," -73.98685992399999"
"57","NYC","LAS MARIAS DELI CORP","WOODSIDE","NY",11373,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","74-17 WOODSIDE AVENUE
WOODSIDE, NY 11373
","40.743349986000055"," -73.89004198499998"
"58","NYC","NEW GOLDEN APPLE INC","NEW YORK","NY",10019,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","666 5TH  AVENUE
NEW YORK, NY 10019
","40.76027741900003"," -73.97600471399994"
"59","NYC","ASHI LOTTO & CONVENIENCE INC","SOUTH RICHMOND","NY",11419,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","11518 LIBERTY AVENUE
SOUTH RICHMOND, NY 11419
","40.68567000400003"," -73.82710504099998"
"60","NYC","ADEN 296 DELI & GRILL CORP","BROOKLYN","NY",11205,"BROOKLYN","NEW YORK CITY","BAR/LOUNGE","11/10/2020","296 WILLOUGHBY  AVENUE
BROOKLYN, NY 11205
","40.69251001400005"," -73.95912001599999"
"61","NYC","VILLA DELI GROCERY INC","BRONX","NY",10468,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3130 VILLA AVENUE
BRONX, NY 10468
","40.875399998000034"," -73.88726598299996"
"62","NYC","NISSAN ENTERPRISES INC","BROOKLYN","NY",11233,"BROOKLYN","NEW YORK CITY","STATIONERY STORE","11/10/2020","1802 ATLANTIC AVENUE
BROOKLYN, NY 11233
","40.67718001600008"," -73.93002399899996"
"63","NYC","OLD BAYVIEW DELI & GROCERY INC","STATEN ISLAND","NY",10304,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","858 BAY  STREET
STATEN ISLAND, NY 10304
","40.62153000400008"," -74.07196800899999"
"64","NYC","SMS CS LLC","NEW YORK","NY",10003,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","813 BROADWAY
NEW YORK, NY 10003
","40.73297000500003"," -73.99132999299997"
"65","NYC","F.A.R. DELI CORP","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","560 EVERGREEN AVENUE
BROOKLYN, NY 11221
","40.69067001800005"," -73.91640399299996"
"66","NYC","METRO MINI MARKET NY INC","MIDDLE VILLAGE","NY",11379,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","6512 METROPOLITAN AVENUE
MIDDLE VILLAGE, NY 11379
","40.71237998600003"," -73.89576498099996"
"67","NYC","467 STAR DELI INC.","NEW YORK","NY",10027,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","467 WEST 125TH STREET
NEW YORK, NY 10027
","40.81319001500003"," -73.95588703199996"
"68","NYC","MO DELI GROCERY INC","OZONE PARK","NY",11417,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","8502 PITKIN AVENUE
OZONE PARK, NY 11417
","40.674939994000056"," -73.85134600699996"
"69","NYC","R R - 12 INC","BRONX","NY",10451,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","564 MORRIS AVENUE
BRONX, NY 10451
","40.81772112800007"," -73.92254364299998"
"70","NYC","PLAZA MEAT MARKET CORP.","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","100 COOPER STREET
BROOKLYN, NY 11207
","40.686260006000055"," -73.90868501499995"
"71","NYC","KHAN GROCERY, INC.","JACKSON HEIGHTS","NY",11372,"QUEENS","NEW YORK CITY","OTHER","11/10/2020","8926D ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
","40.74823998900007"," -73.87696697099994"
"72","NYC","208 RIVINGTON INC.","NEW YORK","NY",10002,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","208 RIVINGTON STREET
NEW YORK, NY 10002
","40.71849001600003"," -73.98286997099996"
"73","NYC","EXPRESS CONVENIENCE STATIONARY CORP","BRONX","NY",10467,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3500 WHITE PLAINS ROAD
BRONX, NY 10467
","40.87741002000007"," -73.86599497599997"
"74","NYC","FULTON EXPRESS DELI CORP.","BROOKLYN","NY",11233,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1922 FULTON STREET
BROOKLYN, NY 11233
","40.67877999500007"," -73.92223100799998"
"75","NYC","NEW LEAF DELI","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","451 PENNSYLVANIA AVENUE
BROOKLYN, NY 11207
","40.666159992000075"," -73.89419597299997"
"76","NYC","FELMINGO CORP","BROOKLYN","NY",11201,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","189 SMITH STREET
BROOKLYN, NY 11201
","40.68529998400004"," -73.99129101699998"
"77","NYC","ALZYADI DELI CORP","NEW YORK","NY",10027,"BROOKLYN","NEW YORK CITY","DELICATESSEN","11/10/2020","2175 7TH  AVENUE
NEW YORK, NY 10027
","40.811320013000056"," -73.94628698699995"
"78","NYC","SAYYAF FOOD CORP.","BROOKLYN","NY",11212,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","890 ROCKAWAY AVENUE
BROOKLYN, NY 11212
","40.65778999200006"," -73.90784598599998"
"79","NYC","DHYIA GROCERY & CONVENIENCE STORE IN","FLUSHING","NY",11355,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","6002 KISSENA BOULEVARD
FLUSHING, NY 11355
","40.739860013000055"," -73.81529401699999"
"80","NYC","51 NEWS CAFE LLC.","NEW YORK","NY",10019,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","51 WEST 52ND STREET
NEW YORK, NY 10019
","40.76110998200005"," -73.97888303499997"
"81","NYC","A & N DELI & GROCERY INC","ASTORIA","NY",11101,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3426 STEINWAY  STREET
ASTORIA, NY 11101
","40.75607899600004"," -73.92167998199994"
"82","NYC","GONZALEZ, ALBERTO","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2665 VALENTINE AVENUE
BRONX, NY 10458
","40.86576998700008"," -73.89317396699994"
"83","NYC","EAST HARLEM GROCERY CORP","NEW YORK","NY",10029,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","85 EAST 110TH STREET
NEW YORK, NY 10029
","40.79570000100006"," -73.94628002999997"
"84","NYC","SANTIAGO GROCERY","BRONX","NY",10453,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","15 WEST TREMONT AVENUE
BRONX, NY 10453
","40.85209000900005"," -73.90987398799996"
"85","NYC","10014 CORP.","FOREST HILLS","NY",11375,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","100-14 QUEENS BOULEVARD
FOREST HILLS, NY 11375
","40.72655998700003"," -73.85347601699993"
"86","NYC","SIMPLY ORGANIC 1 DELI & GRILL CORP","QUEENS VILLAGE","NY",11428,"QUEENS","NEW YORK CITY","BAR/LOUNGE","11/10/2020","21025 JAMAICA AVENUE
QUEENS VILLAGE, NY 11428
","40.71526000800003"," -73.74958802699996"
"87","NYC","1158 GROCERY & DELI INC.","BRONX","NY",10472,"BRONX","NEW YORK CITY","DELICATESSEN","11/10/2020","1158 SAINT LAWRENCE AVENUE
BRONX, NY 10472
","40.82951000000003"," -73.86663996299995"
"88","NYC","HUDSON GROUP (HG) RETAIL LLC","NEW YORK","NY",10018,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","325 8TH AVENUE
NEW YORK, NY 10018
","40.747460011000044"," -73.99713102399994"
"89","NYC","FRANK CONVENIENCE 2 CORP","STATEN ISLAND","NY",10308,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","4203 HYLAN BOULEVARD
STATEN ISLAND, NY 10308
","40.53774001600004"," -74.15052395999999"
"90","NYC","MARIA PABLITO GROCERY CORP","BRONX","NY",10457,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1551 SHERIDAN AVENUE
BRONX, NY 10457
","40.84201999000004"," -73.91119396999994"
"91","NYC","BLUE STAR DELI & ORGANIC INC","BROOKLYN","NY",11211,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","715 LORIMER STREET
BROOKLYN, NY 11211
","40.71839999400004"," -73.95020996899996"
"92","NYC","TRIPLE PLAY DELI GROCERY CORP","BRONX","NY",10452,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","917 OGDEN AVENUE
BRONX, NY 10452
","40.83124999900008"," -73.93047997399998"
"93","NYC","D & C MINI MARKET CORP","SAINT ALBANS","NY",11412,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","187-07 LINDEN BOULEVARD
SAINT ALBANS, NY 11412
","40.69215001100008"," -73.76516302799996"
"94","NYC","SANTANA PREMIUM CIGAR CORP","BROOKLYN","NY",11225,"BROOKLYN","NEW YORK CITY","TOBACCO RETAIL","11/10/2020","1096 NOSTRAND AVENUE
BROOKLYN, NY 11225
","40.66106999800007"," -73.95087297699996"
"95","NYC","P.A.N. GROCERY NEWS, INC","ASTORIA","NY",11103,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","41-12 BROADWAY
ASTORIA, NY 11103
","40.75828000000007"," -73.91782698899993"
"96","NYC","ZMM DELI & MEAT MARKET INC.","BRONX","NY",10469,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3607 BRONXWOOD AVENUE
BRONX, NY 10469
","40.878070011000034"," -73.85930001399998"
"97","NYC","AMARI, YANOUF A.","SOUTH OZONE PARK","NY",11420,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","13528 ROCKAWAY BOULEVARD
SOUTH OZONE PARK, NY 11420
","40.67429999400008"," -73.80258403399995"
"98","NYC","WALLE DELI GRILL CORP","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","DELICATESSEN","11/10/2020","2714A BEVERLY ROAD
BROOKLYN, NY 11226
","40.644888656000035"," -73.95164944099997"
"99","NYC","AVE. L SUPERETTE INC.","BROOKLYN","NY",11236,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","8821 AVENUE L
BROOKLYN, NY 11236
","40.63479000700005"," -73.90154296199995"
"100","NYC","PC4WEST, INC","NEW YORK","NY",10011,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","4 WEST 18TH STREET
NEW YORK, NY 10011
","40.73865000200004"," -73.99270001499997"
"101","NYC","NOAMAN M THABET & NAJEEB ABODO ALI/M&D MINIMARKET","BROOKLYN","NY",11206,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","613 MARCY AVENUE
BROOKLYN, NY 11206
","40.69379998900007"," -73.94875403199995"
"102","NYC","M & S SMOKE SHOP INC","JAMAICA","NY",11432,"QUEENS","NEW YORK CITY","TOBACCO RETAIL","11/10/2020","179-40 HILLSIDE AVENUE
JAMAICA, NY 11432
","40.71270000700008"," -73.78293299799998"
"103","NYC","KYLEX VAPE LLC","BRONX","NY",10461,"BRONX","NEW YORK CITY","OTHER","11/10/2020","2125 WILLIAMSBRIDGE ROAD
BRONX, NY 10461
","40.856030006000026"," -73.85588195799994"
"104","NYC","ONE HOOKAH PLUS INC","BRONX","NY",10462,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","664 MORRIS PARK AVENUE
BRONX, NY 10462
","40.84485998900004"," -73.86710499099996"
"105","NYC","WIDE LAKE 4 INC.","ASTORIA","NY",11106,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","33-02 31ST AVENUE
ASTORIA, NY 11106
","40.763400002000026"," -73.92183697499996"
"106","NYC","SPEEDWAY LLC","BROOKLYN","NY",11217,"BROOKLYN","NEW YORK CITY","CONVENIENCE/GAS","11/10/2020","204 4TH AVENUE
BROOKLYN, NY 11217
","40.677820016000055"," -73.98305202599994"
"107","NYC","U M D DELI GROCERY INC","WOODSIDE","NY",11377,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","69-01 QUEENS BOULEVARD
WOODSIDE, NY 11377
","40.740520005000064"," -73.89565802799996"
"108","NYC","61-01 BIG APPLE DELI GROCERY CORP","MASPETH","NY",11378,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","6101 GRAND AVENUE
MASPETH, NY 11378
","40.72202998700004"," -73.90426800299997"
"109","NYC","SPEEDWAY LLC DBA: SPEEDWAY #07814","CORONA","NY",11368,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","9711 NORTHERN BOULEVARD
CORONA, NY 11368
","40.75724999000005"," -73.87077198999998"
"110","NYC","AROUND THE CLOCK GROCERY INC","BROOKLYN","NY",11211,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","149 HAVEMEYER  STREET
BROOKLYN, NY 11211
","40.71170000400008"," -73.95734196199999"
"111","NYC","PASSION SMOKE AND CONVENIENCE SHOP CORP.","NEW YORK","NY",1002,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","273 WEST 131ST STREET
NEW YORK, NY 1002
","40.81393001200007"," -73.94806797299998"
"112","NYC","FAMILY DOLLAR STORES OF NEW YORK INC","WOODHAVEN","NY",11421,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","7510 ROCKAWAY  BOULEVARD
WOODHAVEN, NY 11421
","40.68568002000006"," -73.86492795999999"
"113","NYC","NEW WAY MINI MARKET INC","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","OTHER","11/10/2020","696 5TH  AVENUE
BROOKLYN, NY 11215
","40.661200001000054"," -73.99376703099995"
"114","NYC","FREEDOM TOWER NEWS INC","NEW YORK","NY",10007,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","185 GREENWICH STREET
NEW YORK, NY 10007
","40.71178000900005"," -74.01185098799994"
